tip_name,asjp_id,glottocode,glottolog_name
Aus.PAMA_NYUNGAN.ALYAWARR_ALYAWARA,ALYAWARR_ALYAWARA,alya1239,Alyawarr
Aus.PAMA_NYUNGAN.ALYAWARR_MACDONALDDOWNS_ALYAWARA,ALYAWARR_MACDONALDDOWNS_ALYAWARA,alya1239,Alyawarr
Kau.KAURE.KAURE,KAURE,kaur1271,Kaure-Narau
TNG.FINISTERRE_HUON.MIGABAC,MIGABAC,miga1241,Migabac
TNG.FINISTERRE_HUON.DEDUA,DEDUA,dedu1240,Dedua
TNG.FINISTERRE_HUON.HUBE,HUBE,kube1244,Kulungtfu-Yuanggeng-Tobo
TNG.FINISTERRE_HUON.MAPE,MAPE,mape1249,Mape
TNG.FINISTERRE_HUON.KATE,KATE,kate1253,Kâte
TNG.FINISTERRE_HUON.MAPE_2,MAPE_2,mape1249,Mape
TNG.FINISTERRE_HUON.ONO,ONO,onoo1246,Ono
TNG.FINISTERRE_HUON.MOMOLILI,MOMOLILI,mese1244,Mese
TNG.FINISTERRE_HUON.NABAK,NABAK,naba1256,Nabak
TNG.FINISTERRE_HUON.TIMBE,TIMBE,timb1251,Timbe
TNG.FINISTERRE_HUON.KOMBA,KOMBA,komb1273,Komba
TNG.FINISTERRE_HUON.SELEPET,SELEPET,sele1250,Selepet
TNG.FINISTERRE_HUON.BORONG,BORONG,boro1279,Borong
TNG.FINISTERRE_HUON.KOSORONG,KOSORONG,boro1279,Borong
TNG.FINISTERRE_HUON.MINDIK,MINDIK,buru1306,Burum-Mindik
TNG.FINISTERRE_HUON.BURUM,BURUM,buru1306,Burum-Mindik
TNG.FINISTERRE_HUON.BURUM_MINDIK,BURUM_MINDIK,buru1306,Burum-Mindik
TNG.FINISTERRE_HUON.IYO,IYO,iyoo1238,Iyo
TNG.FINISTERRE_HUON.RAWA,RAWA,rawa1267,Rawa
TNG.FINISTERRE_HUON.GWAHATIKE,GWAHATIKE,gwah1244,Gwahatike
TNG.FINISTERRE_HUON.MURATAYAK,MURATAYAK,mura1271,Muratayak
TNG.FINISTERRE_HUON.ASARO7O,ASARO7O,asar1240,Asaro'o
TNG.FINISTERRE_HUON.DEGENAN,DEGENAN,dege1247,Degenan
TNG.FINISTERRE_HUON.FORAK,FORAK,fora1245,Forak
TNG.FINISTERRE_HUON.NUKNA,NUKNA,nukn1238,Nukna
TNG.FINISTERRE_HUON.NUNGON,NUNGON,yaum1237,Yau-Nungon
TNG.FINISTERRE_HUON.NANKINA,NANKINA,nank1250,Nankina
TNG.FINISTERRE_HUON.YOPNO,YOPNO,yopn1238,Yopno
TNG.FINISTERRE_HUON.AWARA,AWARA,awar1248,Awara
TNG.FINISTERRE_HUON.WANTOAT,WANTOAT,want1252,Wantoat
TNG.FINISTERRE_HUON.URI_PAPUA_NEW_GUINEA,URI_PAPUA_NEW_GUINEA,urii1240,Uri
TNG.FINISTERRE_HUON.MA_MANDA,MA_MANDA,sauk1252,Ma Manda
TNG.FINISTERRE_HUON.NUMANGGANG,NUMANGGANG,numa1254,Numanggang
TNG.FINISTERRE_HUON.MUNGKIP,MUNGKIP,mung1272,Mungkip
TNG.FINISTERRE_HUON.NAKAME,NAKAME,naka1264,Nakama
TNG.FINISTERRE_HUON.NEK,NEK,nekk1240,Nek
TNG.FINISTERRE_HUON.NUK,NUK,nukk1240,Nuk
TNG.MADANG.KORAK,KORAK,kora1296,Korak
TNG.MADANG.WASKIA,WASKIA,wask1241,Waskia
TNG.MADANG.KOBON,KOBON,kobo1249,Kobon
TNG.MADANG.KALAM,KALAM,kala1397,Kalam
TNG.MADANG.OSUM,OSUM,utar1238,Utarmbung
TNG.MADANG.WADAGINAM,WADAGINAM,wada1263,Wadaginam
TNG.MADANG.IKUNDUN,IKUNDUN,anam1248,Anamuxra
TNG.MADANG.MORESADA,MORESADA,more1258,Moresada
TNG.MADANG.PONDOMA,PONDOMA,anam1247,Anam
TNG.MADANG.ANGAUA,ANGAUA,nend1239,Nend
TNG.MADANG.ATEMPLE,ATEMPLE,atem1241,Mand
TNG.MADANG.FAITA,FAITA,fait1240,Kulsab
TNG.MADANG.MUSAK,MUSAK,musa1266,Aisi
TNG.MADANG.EMERUM,EMERUM,apal1256,Apali
TNG.MADANG.PAYNAMAR,PAYNAMAR,payn1244,Manat
TNG.MADANG.KATIATI,KATIATI,mumm1238,Mum
TNG.MADANG.SILEIBI,SILEIBI,sile1255,Sirva
TNG.MADANG.GANGLAU,GANGLAU,gang1270,Ganglau
TNG.MADANG.SAEP,SAEP,saep1240,Saep
TNG.MADANG.YABONG,YABONG,yabo1240,Yabong
TNG.MADANG.BONGU,BONGU,bong1291,Bongu
TNG.MADANG.BOM,BOM,anja1238,Anjam
TNG.MADANG.MALE_PAPUANG,MALE_PAPUANG,male1291,Male (Papua New Guinea)
TNG.MADANG.SONGUM,SONGUM,samm1244,Sam
TNG.MADANG.KWATO,KWATO,kwat1244,Kwato
TNG.MADANG.ERIMA,ERIMA,ogea1238,Ogea
TNG.MADANG.DUDUELA,DUDUELA,dudu1240,Duduela
TNG.MADANG.USU,USU,uyaa1238,Uya
TNG.MADANG.YANGULAM,YANGULAM,yang1298,Yangulam
TNG.MADANG.JILIM,JILIM,jili1241,Sgi Bara
TNG.MADANG.RERAU,RERAU,rera1240,Rerau
TNG.MADANG.BIYOM,BIYOM,biyo1244,Biyom
TNG.MADANG.TAUYA,TAUYA,tauy1241,Tauya
TNG.MADANG.USINO,USINO,sopp1247,Sop
TNG.MADANG.SUMAU,SUMAU,suma1270,Sumau
TNG.MADANG.DANARU,DANARU,dana1254,Danaru
TNG.MADANG.URIGINA,URIGINA,urig1240,Urigina
TNG.MADANG.ASAS,ASAS,asas1240,Asas
TNG.MADANG.SINSAURU,SINSAURU,sins1241,Kou
TNG.MADANG.DUMPU,DUMPU,dump1243,Dumpu
TNG.MADANG.KESAWAI,KESAWAI,kesa1244,Kesawai
TNG.MADANG.SAUSI,SAUSI,saus1246,Sausi
TNG.MADANG.PULABU,PULABU,pula1267,Pulabu
TNG.MADANG.SUROI,SUROI,siro1249,Siroi
TNG.MADANG.LEMIO,LEMIO,lemi1243,Lemio
TNG.MADANG.ARAWUM,ARAWUM,araw1272,Arawum
TNG.MADANG.KOLOM,KOLOM,kolo1267,Kolom
TNG.MADANG.MUGIL,MUGIL,barg1252,Bargam
TNG.MADANG.BARGAM,BARGAM,,
TNG.MADANG.PAY,PAY,mala1494,Mala (Papua New Guinea)
TNG.MADANG.SAKI,SAKI,maia1254,Maia
TNG.MADANG.PILA,PILA,maia1254,Maia
TNG.MADANG.TANI,TANI,mian1254,Miani
TNG.MADANG.AMAIMON,AMAIMON,amai1246,Amaimon
TNG.MADANG.DIMIR,DIMIR,dimi1244,Gavak
TNG.MADANG.MALAS,MALAS,mala1495,Manep
TNG.MADANG.WANUMA,WANUMA,usan1239,Usan
TNG.MADANG.BILAKURA,BILAKURA,bila1257,Karen
TNG.MADANG.YABEN,YABEN,yabe1255,Yaben
TNG.MADANG.PARAWEN,PARAWEN,para1307,Parawen
TNG.MADANG.UKURIGUMA,UKURIGUMA,ukur1240,Ukuriguma
TNG.MADANG.YARAWATA,YARAWATA,yara1250,Yarawata
TNG.MADANG.ABASAKUR,ABASAKUR,pall1244,Pal
TNG.MADANG.KOGUMAN,KOGUMAN,kobo1248,Kobol
TNG.MADANG.WANAMBRE,WANAMBRE,wana1269,Mokati
TNG.MADANG.KOWAKI,KOWAKI,kowa1245,Kowaki
TNG.MADANG.HINIHON,HINIHON,pamo1253,Pamosu
TNG.MADANG.MAWAK,MAWAK,mawa1266,Mawak
TNG.MADANG.MUSAR,MUSAR,musa1265,Hember Avu
TNG.MADANG.BUNABUN,BUNABUN,brem1238,Barem
TNG.MADANG.ULINGAN,ULINGAN,mauw1238,Mauwake
TNG.MADANG.BEPOUR,BEPOUR,bepo1240,Bepour
TNG.MADANG.MOERE,MOERE,moer1240,Moere
TNG.MADANG.KARE,KARE,kare1341,Kare (Papua New Guinea)
TNG.MADANG.GIRAWA,GIRAWA,gira1247,Girawa
TNG.MADANG.BEMAL,BEMAL,kein1239,Kein
TNG.MADANG.MUNIT,MUNIT,muni1257,Munit
TNG.MADANG.GUMALU,GUMALU,guma1255,Gumalu
TNG.MADANG.SIHAN,SIHAN,siha1245,Sihan (Gum)
TNG.MADANG.AMELE,AMELE,amel1241,Amele
TNG.MADANG.BAU,BAU,bauu1244,Bau
TNG.MADANG.ISEBE,ISEBE,iseb1246,Isebe
TNG.MADANG.PANIM,PANIM,pani1258,Panim
TNG.MADANG.KAMBA,KAMBA,wagi1249,Wagi (Papua New Guinea)
TNG.MADANG.GARUH,GARUH,nobo1238,Nobonob
TNG.MADANG.RAPTING,RAPTING,rapt1240,Rapting
TNG.MADANG.GARUS,GARUS,garu1246,Garus
TNG.MADANG.REMPI,REMPI,remp1241,Rempi
TNG.MADANG.YOIDIK,YOIDIK,yoid1240,Yoidik
TNG.MADANG.MAWAN,MAWAN,mawa1267,Mawan
TNG.MADANG.BAIMAK,BAIMAK,baim1245,Baimak
TNG.MADANG.GAL,GAL,gall1278,Gal
TNG.MADANG.MATEPI,MATEPI,mate1260,Matepi
TNG.MADANG.SILOPI,SILOPI,silo1240,Silopi
TNG.MADANG.UTU,UTU,utuu1240,Utu
TNG.MADANG.NAKE,NAKE,nake1240,Nake
TNG.MADANG.BAGUPI,BAGUPI,bagu1252,Bagupi
TNG.MADANG.SARUGA,SARUGA,saru1243,Saruga
TNG.MADANG.MURUPI,MURUPI,muru1273,Murupi
TNG.MADANG.SAMOSA,SAMOSA,samo1306,Samosa
TNG.MADANG.WAMAS,WAMAS,wama1247,Wamas
TNG.MADANG.MOSIMO,MOSIMO,mosi1248,Mosimo
TNG.ASMAT_KAMORO.ASIENARA,ASIENARA,buru1308,Buruwai
TNG.ASMAT_KAMORO.KAMBERAU,KAMBERAU,kamb1302,North Kamrau
TNG.ASMAT_KAMORO.KAMORO_2,KAMORO_2,kamo1255,Kamoro
TNG.ASMAT_KAMORO.SEMPAN,SEMPAN,semp1241,Sempan
TNG.ASMAT_KAMORO.ASMATH_NORTH,ASMATH_NORTH,nort2917,Momogo-Pupis-Irogo
TNG.ASMAT_KAMORO.CITAK,CITAK,cita1245,Citak
TNG.ASMAT_KAMORO.CASUARINA_COAST_ASMAT,CASUARINA_COAST_ASMAT,casu1237,Casuarina Coast Asmat
TNG.ASMAT_KAMORO.ASMAT_CENTRAL,ASMAT_CENTRAL,cent2117,Central Asmat
TNG.ASMAT_KAMORO.ASMAT_YAOSAKOR,ASMAT_YAOSAKOR,yaos1235,Yaosakor Asmat
TNG.AWJU_DUMUT.KOROWAI,KOROWAI,koro1312,Korowai
TNG.OK.KOMYANDARET,KOMYANDARET,komy1238,Komyandaret
TNG.OK.TTSAKWAMBO,TTSAKWAMBO,tsak1250,Tsaukambo
TNG.AWJU_DUMUT.KOMBAI,KOMBAI,komb1274,Kombai
TNG.AWJU_DUMUT.WANGGOM,WANGGOM,wang1299,Wanggom
TNG.AWJU_DUMUT.SAWUJ,SAWUJ,sawi1257,Sawi
TNG.AWJU_DUMUT.KAETI_DUMUT,KAETI_DUMUT,mand1444,Mandobo Atas
TNG.AWJU_DUMUT.WAMBON,WAMBON,wamb1259,Wambon
TNG.AWJU_DUMUT.AWYU_ASUE,AWYU_ASUE,asue1235,Asue Awyu
TNG.AWJU_DUMUT.AGHU_2,AGHU_2,aghu1255,Aghu
TNG.AWJU_DUMUT.SIAGHA,SIAGHA,sout2941,South Awyu
TNG.AWJU_DUMUT.SJIAGHA,SJIAGHA,eder1237,Edera Awyu
Oks.OKSAPMIN.OKSAPMIN,OKSAPMIN,oksa1245,Oksapmin
TNG.OK.NGALUM_2,NGALUM_2,ngal1298,Ngalum
TNG.OK.TIFAL,TIFAL,tifa1245,Tifal
TNG.OK.TELEFOL,TELEFOL,tele1256,Telefol
TNG.OK.ANGIYAKMIN_FAIWOL,ANGIYAKMIN_FAIWOL,faiw1243,Faiwol
TNG.OK.BIMIN,BIMIN,bimi1240,Bimin
TNG.OK.MIAN,MIAN,mian1256,Mian
TNG.OK.WAGARABAI,WAGARABAI,suga1249,Suganga
TNG.OK.NAKAI,NAKAI,naka1265,Nakai
TNG.OK.TANGKO,TANGKO,tang1353,Tangko
TNG.OK.NGALUM,NGALUM,,
TNG.OK.NINGGIRUM_KAWOMA,NINGGIRUM_KAWOMA,ning1274,Ninggerum
TNG.OK.DIGOELEESCH,DIGOELEESCH,sout2940,South Muyu
TNG.OK.DIGUL_MUYU,DIGUL_MUYU,sout2940,South Muyu
TNG.OK.METOMKA_MUYU,METOMKA_MUYU,sout2940,South Muyu
TNG.OK.YONGGOM,YONGGOM,yong1280,Yonggom
TNG.OK.NINATIE_MUYU,NINATIE_MUYU,nort2916,North Muyu
TNG.CHIMBU.MIDDLE_WAHGI,MIDDLE_WAHGI,nucl1620,Wahgi
TNG.CHIMBU.MELPA,MELPA,melp1238,Melpa
TNG.CHIMBU.AUA,AUA,imbo1238,Imbongu
TNG.CHIMBU.IMBONGU,IMBONGU,imbo1238,Imbongu
TNG.CHIMBU.UMBU_UNGU,UMBU_UNGU,umbu1258,Umbu-Ungu
TNG.CHIMBU.GAWIL,GAWIL,,
TNG.CHIMBU.KANDAWO,KANDAWO,kand1303,Kandawo
TNG.CHIMBU.NARAK,NARAK,nara1264,Narak
TNG.CHIMBU.GOLIN,GOLIN,goli1247,Golin
TNG.CHIMBU.SINASINA,SINASINA,sina1271,Sinasina
TNG.CHIMBU.DOM,DOM,domm1246,Dom
TNG.CHIMBU.BOUMAI,BOUMAI,domm1246,Dom
TNG.CHIMBU.KUMAN,KUMAN,kuma1280,Kuman
TNG.EASTERN_HIGHLANDS.WAFFA,WAFFA,waff1241,Waffa
TNG.EASTERN_HIGHLANDS.N_TAIRORA,N_TAIRORA,nort2920,North Tairora
TNG.EASTERN_HIGHLANDS.BINUMARIEN,BINUMARIEN,binu1245,Binumarien
TNG.EASTERN_HIGHLANDS.TAIRORA_BINUMARIEN,TAIRORA_BINUMARIEN,binu1245,Binumarien
TNG.EASTERN_HIGHLANDS.AWA,AWA,awap1236,Awa (Papua New Guinea)
TNG.EASTERN_HIGHLANDS.AWA_2,AWA_2,awap1236,Awa (Papua New Guinea)
TNG.EASTERN_HIGHLANDS.AUYANA,AUYANA,awiy1238,Awiyaana
TNG.EASTERN_HIGHLANDS.GADSUP,GADSUP,gads1258,Gadsup
TNG.EASTERN_HIGHLANDS.AGARABI,AGARABI,agar1252,Agarabi
TNG.EASTERN_HIGHLANDS.GADSUP_AGARABI,GADSUP_AGARABI,agar1252,Agarabi
TNG.EASTERN_HIGHLANDS.GENDE,GENDE,gend1249,Gende
TNG.EASTERN_HIGHLANDS.ISABI,ISABI,isab1240,Isabi
TNG.EASTERN_HIGHLANDS.ASARO,ASARO,dano1240,Dano
TNG.EASTERN_HIGHLANDS.DANO,DANO,dano1240,Dano
TNG.EASTERN_HIGHLANDS.GAHUKU_ASARO,GAHUKU_ASARO,dano1240,Dano
TNG.EASTERN_HIGHLANDS.ALEKANO,ALEKANO,alek1238,Alekano
TNG.EASTERN_HIGHLANDS.GAFUKU,GAFUKU,alek1238,Alekano
TNG.EASTERN_HIGHLANDS.GAHUKU,GAHUKU,alek1238,Alekano
TNG.EASTERN_HIGHLANDS.FORE,FORE,fore1270,Fore
TNG.EASTERN_HIGHLANDS.GIMI,GIMI,gimi1243,Gimi (Eastern Highlands)
TNG.EASTERN_HIGHLANDS.YABIYUFA,YABIYUFA,yawe1241,Yaweyuha
TNG.EASTERN_HIGHLANDS.SIANE,SIANE,sian1257,Siane
TNG.EASTERN_HIGHLANDS.BENABENA,BENABENA,bena1264,Benabena
TNG.EASTERN_HIGHLANDS.YAGARIA,YAGARIA,yaga1260,Yagaria
TNG.EASTERN_HIGHLANDS.KAMANO_KAFE,KAMANO_KAFE,kama1370,Kamano
TNG.EASTERN_HIGHLANDS.YATE,YATE,inok1238,Inoke-Yate
TNG.ENGAN.ENGA,ENGA,enga1252,Enga
TNG.ENGAN.KYAKA_ENGA,KYAKA_ENGA,kyak1244,Kyaka
TNG.ENGAN.BISORIO_2,BISORIO_2,biso1243,Bisorio
TNG.ENGAN.INIAI,INIAI,,
TNG.ENGAN.LEMBENA,LEMBENA,lemb1266,Lembena
TNG.ENGAN.MAIBI,MAIBI,lemb1266,Lembena
TNG.ENGAN.YARIBA,YARIBA,lemb1266,Lembena
TNG.ENGAN.HULI,HULI,,
TNG.ENGAN.HULI_HOLE,HULI_HOLE,,
TNG.ENGAN.SAU,SAU,samb1321,Samberigi
TNG.ENGAN.ANGAL,ANGAL,anga1293,Angal
TNG.ENGAN.KEWA_EAST,KEWA_EAST,east2516,East Kewa
TNG.ENGAN.KEWA,KEWA,west2599,West Kewa
TNG.ENGAN.POLE,POLE,,
TNG.ENGAN.KEWA_S_POLE,KEWA_S_POLE,,
TNG.MEK.EIPOMEK,EIPOMEK,eipo1242,Eipomek
TNG.MEK.KETENGBAN_BIME,KETENGBAN_BIME,kete1254,Ketengban
TNG.MEK.UNA,UNA,unaa1239,Una
TNG.MEK.NALCA,NALCA,nalc1240,Nalca
TNG.MEK.KORUPUN_SELA,KORUPUN_SELA,koru1245,Korupun-Sela
TNG.MEK.YALE_KOSAREK,YALE_KOSAREK,kosa1249,Kosarek Yale
TNG.BINANDEREAN.GUHU_SAMANE,GUHU_SAMANE,guhu1244,Guhu-Samane
TNG.BINANDEREAN.SUENA,SUENA,suen1241,Suena
TNG.BINANDEREAN.ZIA,ZIA,ziaa1250,Zia
TNG.BINANDEREAN.BINANDERE,BINANDERE,bina1277,Binandere
TNG.BINANDEREAN.MAMBARE_RIVER,MAMBARE_RIVER,bina1277,Binandere
TNG.BINANDEREAN.KORAFE_YEGHA,KORAFE_YEGHA,kora1294,Korafe-Yegha
TNG.BINANDEREAN.TAFOTA_BARUGA,TAFOTA_BARUGA,baru1269,Baruga
TNG.WISSEL_LAKES_KEMANDOGA.DAO,DAO,ndug1245,Nduga
TNG.WISSEL_LAKES_KEMANDOGA.MONI_2,MONI_2,,
TNG.WISSEL_LAKES_KEMANDOGA.KAPAUKU,KAPAUKU,ekar1243,Ekari
TNG.WISSEL_LAKES_KEMANDOGA.WOLANI,WOLANI,wola1243,Wolani
TNG.DANI.KINIAGEIMA,KINIAGEIMA,sili1249,Silimo
TNG.DANI.ANGGURUK_YALI,ANGGURUK_YALI,angg1239,Angguruk Yali
TNG.DANI.YALI_PASS_VALLEY,YALI_PASS_VALLEY,kosa1249,Kosarek Yale
TNG.DANI.WANO,WANO,wano1243,Wano
TNG.DANI.NGGEM,NGGEM,ngge1241,Nggem
TNG.DANI.LANI,LANI,west2594,Western Dani
TNG.DANI.PYRAMID_WODO,PYRAMID_WODO,wala1269,Walak
TNG.DANI.UPPER_PYRAMID_DANI,UPPER_PYRAMID_DANI,lowe1415,Lower Grand Valley Dani
TNG.DANI.MID_GRAND_VALLEY_DANI,MID_GRAND_VALLEY_DANI,midg1235,Mid Grand Valley Dani
TNG.DANI.HITIGIMA_DANI,HITIGIMA_DANI,lowe1415,Lower Grand Valley Dani
TNG.DANI.TANGMA_DANI,TANGMA_DANI,lowe1415,Lower Grand Valley Dani
Kom.KOMAN.GULE,GULE,gule1241,Gule
Ane.ANEM.ANEM,ANEM,anem1249,Anem
SoP.BILUA.BILUA,BILUA,bilu1245,Bilua
SoP.BILUA.NDOVELE_BILUA,NDOVELE_BILUA,bilu1245,Bilua
Was.WASI.PELE_ATA,PELE_ATA,pele1245,Pele-Ata
SoP.LAVUKALEVE.LAVUKALEVE,LAVUKALEVE,lavu1241,Lavukaleve
Sav.SAVOSAVO.SAVOSAVO,SAVOSAVO,savo1255,Savosavo
Teb.TEBERAN.DARIBI,DARIBI,dadi1250,Dadibi
Teb.TEBERAN.FOLOPA,FOLOPA,folo1238,Folopa
AM.AMTO_MUSAN.AMTO,AMTO,amto1250,Amto
AM.AMTO_MUSAN.MUSAN,MUSAN,siaw1243,Siawi
AM.AMTO_MUSAN.MUSAN_2,MUSAN_2,,
LeM.LEFT_MAY.OWINIGA,OWINIGA,owin1240,Owiniga
LeM.LEFT_MAY.AMA,AMA,amap1240,Ama (Papua New Guinea)
LeM.LEFT_MAY.AMA_2,AMA_2,amap1240,Ama (Papua New Guinea)
LeM.LEFT_MAY.NAKWI,NAKWI,nakw1240,Nakwi
LeM.LEFT_MAY.NIMO_NAKWI,NIMO_NAKWI,nakw1240,Nakwi
LeM.LEFT_MAY.NIMO,NIMO,nimo1247,Nimo
LeM.LEFT_MAY.BO,BO,bopa1235,Bo (Papua New Guinea)
LeM.LEFT_MAY.ITERI,ITERI,iter1241,Iteri
LeM.LEFT_MAY.ROCKY_PEAK,ROCKY_PEAK,iter1241,Iteri
Tak.TAKELMA.TAKELMA,TAKELMA,take1257,Takelma
Kal.KALAPUYAN.KALAPUYA,KALAPUYA,,
Ele.PURARI.PURARI,PURARI,pura1257,Purari
WP.NORTH_HALMAHERAN.WEST_MAKIAN,WEST_MAKIAN,west2600,West Makian
WP.NORTH_HALMAHERAN.SABALE,SABALE,west2600,West Makian
WP.NORTH_HALMAHERAN.TALAPAO,TALAPAO,west2600,West Makian
WP.NORTH_HALMAHERAN.TAGONO,TAGONO,west2600,West Makian
WP.NORTH_HALMAHERAN.TAFASOHO,TAFASOHO,west2600,West Makian
WP.NORTH_HALMAHERAN.NGOFABOBAWA,NGOFABOBAWA,west2600,West Makian
WP.NORTH_HALMAHERAN.MALAPA,MALAPA,west2600,West Makian
WP.NORTH_HALMAHERAN.BOBAWA,BOBAWA,west2600,West Makian
WP.NORTH_HALMAHERAN.TIDORE,TIDORE,tido1248,Tidore
WP.NORTH_HALMAHERAN.SAHU,SAHU,sahu1245,Sahu
WP.NORTH_HALMAHERAN.TABARU,TABARU,taba1263,Tabaru
WP.NORTH_HALMAHERAN.PAGU,PAGU,pagu1249,Pagu
WP.NORTH_HALMAHERAN.MADOLE,MADOLE,modo1249,Modole
WP.NORTH_HALMAHERAN.MODOLE,MODOLE,modo1249,Modole
WP.NORTH_HALMAHERAN.MODOLE_2,MODOLE_2,modo1249,Modole
WP.NORTH_HALMAHERAN.TOBELO_2,TOBELO_2,tobe1252,Tobelo
WP.NORTH_HALMAHERAN.LODA,LODA,lolo1264,Loloda-Laba
WP.NORTH_HALMAHERAN.LOLODA,LOLODA,lolo1264,Loloda-Laba
WP.NORTH_HALMAHERAN.GALELA,GALELA,gale1259,Galela
WP.NORTH_HALMAHERAN.GALELA_2,GALELA_2,gale1259,Galela
Laal.LAAL.LAAL,LAAL,laal1242,Laal
ESu.NUBIAN.NOBIIN,NOBIIN,nobi1240,Nobiin
ESu.NUBIAN.OLD_NUBIAN,OLD_NUBIAN,oldn1245,Old Nubian
ESu.NUBIAN.NUBIAN_OF_DONGOLA,NUBIAN_OF_DONGOLA,dong1288,Dongola
ESu.NUBIAN.MEIDOB_NUBIAN,MEIDOB_NUBIAN,mido1240,Midob
ESu.NUBIAN.BIRKED,BIRKED,birk1242,Birked
ESu.NUBIAN.KENZI,KENZI,kenu1243,Kenuzi
ESu.NUBIAN.DILLING,DILLING,dill1242,Dilling
ESu.NUBIAN.KADARU,KADARU,kada1282,Kadaru
ESu.NUBIAN.DAIR,DAIR,dair1239,Dair
ESu.NUBIAN.UNCUNWEE,UNCUNWEE,ghul1238,Uncunwee
Mis.MISUMALPAN.MISKITO,MISKITO,misk1235,Mískito
Mis.MISUMALPAN.CACAOPERA,CACAOPERA,caca1247,Cacaopera
Mis.MISUMALPAN.ULWA,ULWA,ulwa1239,Ulwa
Tun.TUNICA.TUNICA,TUNICA,tuni1252,Tunica
Nat.NATCHEZ.NATCHEZ,NATCHEZ,natc1249,Natchez
Fur.FUR.FUR,FUR,furr1244,Fur
Ken.KENABOI.KENABOI_1,KENABOI_1,kena1236,Kenaboi
WP.WEST_BIRDS_HEAD.MOI,MOI,moii1235,Moi (Indonesia)
WP.WEST_BIRDS_HEAD.SEGET,SEGET,sege1235,Seget
WP.WEST_BIRDS_HEAD.MORAID_2,MORAID_2,mora1239,Moraid
WP.WEST_BIRDS_HEAD.KALABRA_2,KALABRA_2,kala1256,Kalabra
WP.WEST_BIRDS_HEAD.TEHIT,TEHIT,tehi1237,Tehit
Sho.SHOM_PENG.SHOM_PENG,SHOM_PENG,shom1245,Shom Peng
ESu.TAMA.MARARIT,MARARIT,mara1396,Mararit
ESu.TAMA.ASSANGORI,ASSANGORI,assa1269,Assangori
AuA.NICOBARESE.CAR,CAR,carn1240,Car Nicobarese
AuA.NICOBARESE.NANCAWRI,NANCAWRI,cent1990,Central Nicobarese
AuA.NICOBARESE.TERESSA,TERESSA,tere1272,Teressa
AuA.MUNDA.JUANG,JUANG,juan1238,Juang
AuA.MUNDA.KHARIA,KHARIA,khar1287,Kharia
AuA.MUNDA.GATA,GATA,gata1239,Gata'
AuA.MUNDA.REMO,REMO,bond1245,Bondo
AuA.MUNDA.PARENGA,PARENGA,pare1266,Gorum-Parenga
AuA.MUNDA.SORA_2,SORA_2,sora1254,Sora
AuA.MUNDA.SAVARA,SAVARA,sora1254,Sora
AuA.MUNDA.JURAY,JURAY,jura1242,Juray
AuA.MUNDA.SORA,SORA,sora1254,Sora
AuA.MUNDA.KORKU,KORKU,kork1243,Korku
AuA.MUNDA.KODA,KODA,koda1236,Koda
AuA.MUNDA.KORWA,KORWA,korw1242,Korwa
AuA.MUNDA.TURI,TURI,turi1246,Turi
AuA.MUNDA.MUNDARI_2,MUNDARI_2,mund1320,Mundari
AuA.MUNDA.MUNDARI,MUNDARI,mund1320,Mundari
AuA.MUNDA.HO,HO,hooo1248,Ho
AuA.MUNDA.HO_2,HO_2,hooo1248,Ho
AuA.MUNDA.SANTALI,SANTALI,sant1410,Santali
AuA.MUNDA.PAHARPUR_SANTALI,PAHARPUR_SANTALI,sant1410,Santali
AuA.MUNDA.RASHIDPUR_SANTALI,RASHIDPUR_SANTALI,sant1410,Santali
AuA.MUNDA.RAJARAMPUR_SANTALI,RAJARAMPUR_SANTALI,sant1410,Santali
AuA.MUNDA.JABRI_SANTALI,JABRI_SANTALI,sant1410,Santali
AuA.MUNDA.RAUTNAGAR_SANTALI,RAUTNAGAR_SANTALI,sant1410,Santali
AuA.MUNDA.BODOBELGHORIA_SANTALI,BODOBELGHORIA_SANTALI,sant1410,Santali
AuA.MUNDA.PATICHORA_SANTALI,PATICHORA_SANTALI,sant1410,Santali
AuA.MUNDA.PACHONDOR_MAHALI,PACHONDOR_MAHALI,maha1291,Mahali
AuA.MUNDA.ABIRPARA_MAHALI,ABIRPARA_MAHALI,maha1291,Mahali
AuA.MUNDA.MATINDOR_MAHALI,MATINDOR_MAHALI,maha1291,Mahali
AuA.ASLIAN.MAH_MERI,MAH_MERI,besi1244,Besisi
AuA.ASLIAN.SEMAQ_BERI,SEMAQ_BERI,sema1265,Semaq Beri
AuA.ASLIAN.TEMOQ,TEMOQ,temo1243,Temoq
AuA.ASLIAN.SEMELAI,SEMELAI,seme1247,Semelai
AuA.ASLIAN.JAH_HUT,JAH_HUT,jahh1242,Jah Hut
AuA.ASLIAN.SEMAI,SEMAI,sema1266,Semai
AuA.ASLIAN.SEMAI_2,SEMAI_2,sema1266,Semai
AuA.ASLIAN.TEMIAR,TEMIAR,temi1246,Temiar
AuA.ASLIAN.SEMNAM,SEMNAM,semn1250,Semnam
AuA.ASLIAN.LANOH,LANOH,lano1248,Lanoh
AuA.ASLIAN.SABUM,SABUM,sabu1253,Sabüm
AuA.ASLIAN.CEQ_WONG,CEQ_WONG,chew1245,Chewong
AuA.ASLIAN.KINTAQ,KINTAQ,kint1239,Kintaq
