ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,classification_glottolog,recently_extinct,long_extinct,tip_name
MAFA,MAFA,mafa1239,Mafa,maf,Africa,11.0,13.9,Afro-Asiatic,"Afro-Asiatic,Chadic,Biu-Mandara,SouthBiu-Mandara,Matakam",False,False,AA.BIU_MANDARA.MAFA
MAFEA,MAFEA,mafe1237,Mafea,mkv,Papunesia,-15.4,167.23,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,NorthernVanuatu,EspirituSanto,NuclearSanto,EastSanto,Mafea-Tutuba",False,False,An.OCEANIC.MAFEA
MAGAR,MAGAR,east2352,Eastern Magar,mgp,Eurasia,28.0,83.0,Sino-Tibetan,"Sino-Tibetan,Himalayish,Mahakiranti,Kham-Magar-Chepang,Magar",False,False,ST.MAHAKIRANTI.MAGAR
MAGAR_2,MAGAR_2,east2352,Eastern Magar,mgp,Eurasia,28.0,83.0,Sino-Tibetan,"Sino-Tibetan,Himalayish,Mahakiranti,Kham-Magar-Chepang,Magar",False,False,ST.MAHAKIRANTI.MAGAR_2
MAGA_RUKAI,MAGA_RUKAI,ruka1240,Rukai,dru,Papunesia,22.83,120.83,Austronesian,Austronesian,False,False,An.RUKAI.MAGA_RUKAI
MAGORI,MAGORI,mago1248,Magori,zgr,Papunesia,-10.33,149.5,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,PapuanTiplinkage,PeripheralPapuanTiplinkage,CentralPapuanOceanic,Oumic,Magoric",False,False,An.OCEANIC.MAGORI
MAGUAN_TAI,MAGUAN_TAI,taih1246,Tai Hongjin,tiz,Eurasia,23.01,104.39,Tai-Kadai,"Tai-Kadai,Kam-Tai,Daic-Beic,Daic,Central-SouthwesternTai,Wenma-SouthwesternTai,Sapa-SouthwesternTai,SouthwesternTai,SouthwesternTaiP,Shanic,SouthernShanic,Wuding-YuanyangTai",False,False,TK.KAM_TAI.MAGUAN_TAI
MAGUINDANAO,MAGUINDANAO,magu1243,Maguindanao,mdh,Papunesia,6.83,124.5,Austronesian,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,Danaw",False,False,An.GREATER_CENTRAL_PHILIPPINE.MAGUINDANAO
MAHICAN,MAHICAN,mahi1248,Mahican,mjy,North America,42.67,-73.5,Algic,"Algic,Algonquian-Blackfoot,Algonquian,EasternAlgonquian,Delawaran,Mahican-Woronoco-Pojassick",True,False,Alg.ALGONQUIAN.MAHICAN
MAHONGWE,MAHONGWE,maho1248,Mahongwe,mhb,Africa,0.67,14.0,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Ndasaic,Kota-Mahongwe",False,False,NC.BANTOID.MAHONGWE
MAHONGWE_SAMA,MAHONGWE_SAMA,maho1248,Mahongwe,mhb,Africa,0.67,14.0,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Ndasaic,Kota-Mahongwe",False,False,NC.BANTOID.MAHONGWE_SAMA
MAH_MERI,MAH_MERI,besi1244,Besisi,mhe,Eurasia,2.83,101.5,Austroasiatic,"Austroasiatic,Aslian,SouthAslian",False,False,AuA.ASLIAN.MAH_MERI
MAIBI,MAIBI,lemb1266,Lembena,leq,Papunesia,-5.33,144.17,Nuclear Trans New Guinea,"NuclearTransNewGuinea,Enga-Kewa-Huli,Engan",False,False,TNG.ENGAN.MAIBI
MAIDU_KONKAU,MAIDU_KONKAU,nort2951,Northwest Maidu,mjd,North America,39.5,-121.5,Maiduan,Maiduan,True,False,Pen.MAIDUAN.MAIDU_KONKAU
MAIDU_NORTHWEST_NAKUM,MAIDU_NORTHWEST_NAKUM,nort2951,Northwest Maidu,mjd,North America,39.5,-121.5,Maiduan,Maiduan,True,False,Pen.MAIDUAN.MAIDU_NORTHWEST_NAKUM
MAII,MAII,maii1238,Maii,mmm,Papunesia,-16.79,168.18,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Epi-Efate,Epi,Bieria-Maii",True,False,An.OCEANIC.MAII
MAILOA,MAILOA,east2440,East Makian,mky,Papunesia,0.0,127.5,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,SouthHalmahera-WestNewGuinea,RajaAmpat-SouthHalmahera,SouthHalmahera,EastMakian-Gane",False,False,An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.MAILOA
MAILU,MAILU,mail1248,Mailu,mgu,Papunesia,-10.33,149.3,Mailuan,Mailuan,False,False,TNG.MAILUAN.MAILU
MAILU_2,MAILU_2,mail1248,Mailu,mgu,Papunesia,-10.33,149.3,Mailuan,Mailuan,False,False,TNG.MAILUAN.MAILU_2
MAISIN,MAISIN,mais1250,Maisin,mbq,Papunesia,-9.12,148.8,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,PapuanTiplinkage,NuclearPapuanTiplinkage,NorthPapuanMainland-D'Entrecasteauxlinkage,Are-Taupotalinkage",False,False,An.OCEANIC.MAISIN
MAITHILI,MAITHILI,mait1250,Maithili,mai,Eurasia,26.0,86.0,Indo-European,"Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,MidlandsIndo-Aryan,Shaurasenic,Bihari,Magadhan",False,False,IE.INDIC.MAITHILI
MAIWA,MAIWA,maiw1251,Maiwa (Papua New Guinea),mti,Papunesia,-9.67,149.25,Dagan,"Dagan,CentralDagan",False,False,Dag.DAGAN.MAIWA
MAIWA_GALEVA,MAIWA_GALEVA,maiw1251,Maiwa (Papua New Guinea),mti,Papunesia,-9.67,149.25,Dagan,"Dagan,CentralDagan",False,False,Dag.DAGAN.MAIWA_GALEVA
MAIWA_MANEAO,MAIWA_MANEAO,maiw1251,Maiwa (Papua New Guinea),mti,Papunesia,-9.67,149.25,Dagan,"Dagan,CentralDagan",False,False,Dag.DAGAN.MAIWA_MANEAO
MAIWA_PUE,MAIWA_PUE,maiw1251,Maiwa (Papua New Guinea),mti,Papunesia,-9.67,149.25,Dagan,"Dagan,CentralDagan",False,False,Dag.DAGAN.MAIWA_PUE
MAI_BRAT,MAI_BRAT,maib1239,Maybrat,ayz,Papunesia,-1.33,132.5,Maybratic,Maybratic,False,False,WP.NORTH_CENTRAL_BIRDS_HEAD.MAI_BRAT
MAJI,MAJI,dizi1235,Dizin,mdx,Africa,6.16,36.5,Dizoid,Dizoid,False,False,AA.DIZOID.MAJI
MAK,MAK,makc1235,Mak (China),mkg,Eurasia,25.6,107.6,Tai-Kadai,"Tai-Kadai,Kam-Tai,Kam-Sui,Then-MMS,Maonan-Mak-Sui,Mak-Ai-Cham",False,False,TK.KAM_TAI.MAK
MAKAH,MAKAH,maka1318,Makah,myh,North America,48.33,-124.67,Wakashan,"Wakashan,SouthernWakashan,Makah-Nitinat",True,False,Wak.SOUTHERN_WAKASHAN.MAKAH
MAKARY_KOTOKO,MAKARY_KOTOKO,mpad1242,Mpade,mpi,Africa,12.5,14.5,Afro-Asiatic,"Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Kotoko-Buduma,KotokoSeptentrional,KotokoSeptentrional2",False,False,AA.BIU_MANDARA.MAKARY_KOTOKO
MAKASAE,MAKASAE,maka1316,Makasae-Makalero,mkz,Papunesia,-8.5,126.6,Timor-Alor-Pantar,"Timor-Alor-Pantar,EastTimor",False,False,TAP.MAKASAE_FATALUKU_OIRATA.MAKASAE
MAKASAR,MAKASAR,maka1311,Makasar,mak,Papunesia,-5.42,119.6,Austronesian,"Austronesian,Malayo-Polynesian,GreaterSouthSulawesi,SouthSulawesi,Makassaric,NuclearMakassaric",False,False,An.SOUTH_SULAWESI.MAKASAR
MAKASSARESE,MAKASSARESE,maka1311,Makasar,mak,Papunesia,-5.42,119.58,Austronesian,"Austronesian,Malayo-Polynesian,GreaterSouthSulawesi,SouthSulawesi,Makassaric,NuclearMakassaric",False,False,An.SOUTH_SULAWESI.MAKASSARESE
MAKAYAM,MAKAYAM,maka1315,Makayam,aup,Papunesia,-8.33,143.08,Anim,"Anim,Tirio,NuclearTirio",False,False,TNG.TIRIO.MAKAYAM
MAKLEW_2,MAKLEW_2,makl1246,Maklew,mgf,Papunesia,-7.67,139.42,Bulaka River,BulakaRiver,False,False,Bul.BULAKA_RIVER.MAKLEW_2
MAKOMA,MAKOMA,sima1258,Simaa,sie,Africa,-15.78,22.62,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterLuyana,WesternGreaterLuyana,Simaaic",False,False,NC.BANTOID.MAKOMA
MAKONDE,MAKONDE,mako1251,Makonde,kde,Africa,-11.0,40.0,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Rufiji-Ruvuma,Ruvuma,Makonde-Makwe",False,False,NC.BANTOID.MAKONDE
MAKU,MAKU,maku1246,Máku,xak,South America,3.42,-61.66,Máku,Maku,True,False,Mak.MAKU.MAKU
MAKURAP,MAKURAP,maku1278,Makuráp,mpu,South America,-12.5,-62.5,Tupian,"Tupian,Arikem-Tupari,Tuparic",False,False,Tup.TUPARI.MAKURAP
MAKUSHI,MAKUSHI,macu1259,Macushi,mbc,South America,4.0,-60.0,Cariban,"Cariban,VenezuelanCariban,Pemong-Panare,Pemongan",False,False,Car.CARIBAN.MAKUSHI
MAKWA_ALUA,MAKWA_ALUA,makh1264,Makhuwa,vmw,Africa,-15.0,38.67,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NorthMozambiqueBantu,Makua-Lomwe",False,False,NC.BANTOID.MAKWA_ALUA
MAKWA_ILE,MAKWA_ILE,makh1264,Makhuwa,vmw,Africa,-15.0,38.67,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NorthMozambiqueBantu,Makua-Lomwe",False,False,NC.BANTOID.MAKWA_ILE
MAKWA_MALEMA,MAKWA_MALEMA,makh1264,Makhuwa,vmw,Africa,-15.0,38.67,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NorthMozambiqueBantu,Makua-Lomwe",False,False,NC.BANTOID.MAKWA_MALEMA
MAKWA_NAMPULA,MAKWA_NAMPULA,makh1264,Makhuwa,vmw,Africa,-15.0,38.67,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NorthMozambiqueBantu,Makua-Lomwe",False,False,NC.BANTOID.MAKWA_NAMPULA
MAL,MAL,mall1246,Mal,mlf,Eurasia,19.33,101.25,Austroasiatic,"Austroasiatic,Khmuic,Phay-Pram,Tinic,Tin",False,False,AuA.PALAUNG_KHMUIC.MAL
MALAGASY_AMBOSITRA,MALAGASY_AMBOSITRA,plat1254,Plateau Malagasy,plt,Africa,-20.52,47.25,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,Central-EasternMalagasic",False,False,An.BARITO.MALAGASY_AMBOSITRA
MALAGASY_ANATANKARANA_AMBILOBE,MALAGASY_ANATANKARANA_AMBILOBE,anta1255,Antankarana Malagasy,xmv,Africa,-13.18,49.05,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,NorthernMalagasic",False,False,An.BARITO.MALAGASY_ANATANKARANA_AMBILOBE
MALAGASY_ANATANKARANA_ANTALAHA,MALAGASY_ANATANKARANA_ANTALAHA,anta1255,Antankarana Malagasy,xmv,Africa,-14.88,50.27,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,NorthernMalagasic",False,False,An.BARITO.MALAGASY_ANATANKARANA_ANTALAHA
MALAGASY_ANATANKARANA_VOHEMAR,MALAGASY_ANATANKARANA_VOHEMAR,anta1255,Antankarana Malagasy,xmv,Africa,-13.37,50.0,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,NorthernMalagasic",False,False,An.BARITO.MALAGASY_ANATANKARANA_VOHEMAR
MALAGASY_ANTAISAKA,MALAGASY_ANTAISAKA,tesa1236,Tesaka Malagasy,tkg,Africa,-23.35,47.49,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic,SouthWest-CentralMalagasic",False,False,An.BARITO.MALAGASY_ANTAISAKA
MALAGASY_ANTAMBAHOAKA,MALAGASY_ANTAMBAHOAKA,sout2920,Southern Betsimisaraka Malagasy,bzc,Africa,-21.09,48.0,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,Central-EasternMalagasic",False,False,An.BARITO.MALAGASY_ANTAMBAHOAKA
MALAGASY_ANTANKARANA,MALAGASY_ANTANKARANA,anta1255,Antankarana Malagasy,xmv,Africa,-13.34,49.15,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,NorthernMalagasic",False,False,An.BARITO.MALAGASY_ANTANKARANA
MALAGASY_BARA,MALAGASY_BARA,bara1369,Bara Malagasy,bhr,Africa,-23.0,45.75,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic,SouthWest-CentralMalagasic,NuclearSouthWest-CentralMalagasic,Inland-WesternMalagasic,Bara-Tanosy",False,False,An.BARITO.MALAGASY_BARA
MALAGASY_BARA_BETROKA,MALAGASY_BARA_BETROKA,bara1369,Bara Malagasy,bhr,Africa,-23.28,46.08,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic,SouthWest-CentralMalagasic,NuclearSouthWest-CentralMalagasic,Inland-WesternMalagasic,Bara-Tanosy",False,False,An.BARITO.MALAGASY_BARA_BETROKA
MALAGASY_BETSIMISARAKA,MALAGASY_BETSIMISARAKA,nort2890,Northern Betsimisaraka Malagasy,bmm,Africa,-18.3,49.36,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,NorthernMalagasic,Tsimihety-Betsimisaraka",False,False,An.BARITO.MALAGASY_BETSIMISARAKA
MALAGASY_FIANARANTSOA,MALAGASY_FIANARANTSOA,plat1254,Plateau Malagasy,plt,Africa,-21.45,47.09,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,Central-EasternMalagasic",False,False,An.BARITO.MALAGASY_FIANARANTSOA
MALAGASY_MAHAFALY,MALAGASY_MAHAFALY,tand1256,Tandroy Malagasy,tdx,Africa,-24.0,44.5,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic",False,False,An.BARITO.MALAGASY_MAHAFALY
MALAGASY_MASIKORO_MIARY,MALAGASY_MASIKORO_MIARY,masi1268,Masikoro Malagasy,msh,Africa,-23.3,44.4,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic,SouthWest-CentralMalagasic,NuclearSouthWest-CentralMalagasic,Inland-WesternMalagasic,WesternMalagasic",False,False,An.BARITO.MALAGASY_MASIKORO_MIARY
MALAGASY_MERINA,MALAGASY_MERINA,plat1254,Plateau Malagasy,plt,Africa,-18.93,47.52,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,Central-EasternMalagasic",False,False,An.BARITO.MALAGASY_MERINA
MALAGASY_NORTHERN_BETSIMISARAKA_FENOARIVO_EAST,MALAGASY_NORTHERN_BETSIMISARAKA_FENOARIVO_EAST,nort2890,Northern Betsimisaraka Malagasy,bmm,Africa,-17.38,49.4,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,NorthernMalagasic,Tsimihety-Betsimisaraka",False,False,An.BARITO.MALAGASY_NORTHERN_BETSIMISARAKA_FENOARIVO_EAST
MALAGASY_PLATEAU_BETSILEO_FIANARANTSOA,MALAGASY_PLATEAU_BETSILEO_FIANARANTSOA,plat1254,Plateau Malagasy,plt,Africa,-21.45,47.08,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,Central-EasternMalagasic",False,False,An.BARITO.MALAGASY_PLATEAU_BETSILEO_FIANARANTSOA
MALAGASY_PLATEAU_MERINA_ANTANANARIVO,MALAGASY_PLATEAU_MERINA_ANTANANARIVO,plat1254,Plateau Malagasy,plt,Africa,-18.9,47.52,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,Central-EasternMalagasic",False,False,An.BARITO.MALAGASY_PLATEAU_MERINA_ANTANANARIVO
MALAGASY_PLATEAU_SIHANAKA_AMBATONDRAZAKA,MALAGASY_PLATEAU_SIHANAKA_AMBATONDRAZAKA,plat1254,Plateau Malagasy,plt,Africa,-17.87,48.42,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,Central-EasternMalagasic",False,False,An.BARITO.MALAGASY_PLATEAU_SIHANAKA_AMBATONDRAZAKA
MALAGASY_SAKALAVA_1,MALAGASY_SAKALAVA_1,saka1291,West Malagasy Sakalava,skg,Africa,-20.28,44.32,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic,SouthWest-CentralMalagasic,NuclearSouthWest-CentralMalagasic,Inland-WesternMalagasic,WesternMalagasic",False,False,An.BARITO.MALAGASY_SAKALAVA_1
MALAGASY_SAKALAVA_2,MALAGASY_SAKALAVA_2,saka1291,West Malagasy Sakalava,skg,Africa,-19.7,44.55,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic,SouthWest-CentralMalagasic,NuclearSouthWest-CentralMalagasic,Inland-WesternMalagasic,WesternMalagasic",False,False,An.BARITO.MALAGASY_SAKALAVA_2
MALAGASY_SAKALAVA_AMBANJA,MALAGASY_SAKALAVA_AMBANJA,saka1291,West Malagasy Sakalava,skg,Africa,-13.67,48.33,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic,SouthWest-CentralMalagasic,NuclearSouthWest-CentralMalagasic,Inland-WesternMalagasic,WesternMalagasic",False,False,An.BARITO.MALAGASY_SAKALAVA_AMBANJA
MALAGASY_SAKALAVA_MAINTIRANO,MALAGASY_SAKALAVA_MAINTIRANO,saka1291,West Malagasy Sakalava,skg,Africa,-18.07,44.02,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic,SouthWest-CentralMalagasic,NuclearSouthWest-CentralMalagasic,Inland-WesternMalagasic,WesternMalagasic",False,False,An.BARITO.MALAGASY_SAKALAVA_MAINTIRANO
MALAGASY_SAKALAVA_MAJUNGA,MALAGASY_SAKALAVA_MAJUNGA,saka1291,West Malagasy Sakalava,skg,Africa,-15.72,46.32,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic,SouthWest-CentralMalagasic,NuclearSouthWest-CentralMalagasic,Inland-WesternMalagasic,WesternMalagasic",False,False,An.BARITO.MALAGASY_SAKALAVA_MAJUNGA
MALAGASY_SAKALAVA_MORONDAVA,MALAGASY_SAKALAVA_MORONDAVA,saka1291,West Malagasy Sakalava,skg,Africa,-20.28,44.32,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic,SouthWest-CentralMalagasic,NuclearSouthWest-CentralMalagasic,Inland-WesternMalagasic,WesternMalagasic",False,False,An.BARITO.MALAGASY_SAKALAVA_MORONDAVA
MALAGASY_SAKALAVA_VEZO_TOLIARA,MALAGASY_SAKALAVA_VEZO_TOLIARA,saka1291,West Malagasy Sakalava,skg,Africa,-23.13,44.38,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic,SouthWest-CentralMalagasic,NuclearSouthWest-CentralMalagasic,Inland-WesternMalagasic,WesternMalagasic",False,False,An.BARITO.MALAGASY_SAKALAVA_VEZO_TOLIARA
MALAGASY_SIHANAKA,MALAGASY_SIHANAKA,plat1254,Plateau Malagasy,plt,Africa,-17.47,48.54,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,Central-EasternMalagasic",False,False,An.BARITO.MALAGASY_SIHANAKA
MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAIMORO_MANAKARA,MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAIMORO_MANAKARA,sout2920,Southern Betsimisaraka Malagasy,bzc,Africa,-22.1,48.0,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,Central-EasternMalagasic",False,False,An.BARITO.MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAIMORO_MANAKARA
MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAISAKA_VANGAINDRANO,MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAISAKA_VANGAINDRANO,sout2920,Southern Betsimisaraka Malagasy,bzc,Africa,-23.32,47.6,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,Central-EasternMalagasic",False,False,An.BARITO.MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAISAKA_VANGAINDRANO
MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAMBOHOAKA_MANANJARY,MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAMBOHOAKA_MANANJARY,sout2920,Southern Betsimisaraka Malagasy,bzc,Africa,-21.22,48.33,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,Central-EasternMalagasic",False,False,An.BARITO.MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAMBOHOAKA_MANANJARY
MALAGASY_SOUTHERN_BETSIMISARAKA_MAHANORO,MALAGASY_SOUTHERN_BETSIMISARAKA_MAHANORO,sout2920,Southern Betsimisaraka Malagasy,bzc,Africa,-19.88,48.8,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,Central-EasternMalagasic",False,False,An.BARITO.MALAGASY_SOUTHERN_BETSIMISARAKA_MAHANORO
MALAGASY_SOUTHERN_BETSIMISARAKA_ZAFISIRO_FARAFANGANA,MALAGASY_SOUTHERN_BETSIMISARAKA_ZAFISIRO_FARAFANGANA,sout2920,Southern Betsimisaraka Malagasy,bzc,Africa,-22.8,47.82,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,Central-EasternMalagasic",False,False,An.BARITO.MALAGASY_SOUTHERN_BETSIMISARAKA_ZAFISIRO_FARAFANGANA
MALAGASY_TAIMORO,MALAGASY_TAIMORO,plat1254,Plateau Malagasy,plt,Africa,-22.5,47.9,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,Central-EasternMalagasic",False,False,An.BARITO.MALAGASY_TAIMORO
MALAGASY_TANDROY_1,MALAGASY_TANDROY_1,tand1256,Tandroy Malagasy,tdx,Africa,-24.81,46.14,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic",False,False,An.BARITO.MALAGASY_TANDROY_1
MALAGASY_TANDROY_2,MALAGASY_TANDROY_2,tand1256,Tandroy Malagasy,tdx,Africa,-25.6,45.25,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic",False,False,An.BARITO.MALAGASY_TANDROY_2
MALAGASY_TANDROY_MAHAFALY_AMBOVOMBE,MALAGASY_TANDROY_MAHAFALY_AMBOVOMBE,tand1256,Tandroy Malagasy,tdx,Africa,-25.17,46.08,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic",False,False,An.BARITO.MALAGASY_TANDROY_MAHAFALY_AMBOVOMBE
MALAGASY_TANDROY_MAHAFALY_AMPANIHY,MALAGASY_TANDROY_MAHAFALY_AMPANIHY,tand1256,Tandroy Malagasy,tdx,Africa,-24.68,44.73,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic",False,False,An.BARITO.MALAGASY_TANDROY_MAHAFALY_AMPANIHY
MALAGASY_TANOSY_TOLAGNARO,MALAGASY_TANOSY_TOLAGNARO,tano1246,Tanosy Malagasy,txy,Africa,-25.03,46.98,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic,SouthWest-CentralMalagasic,NuclearSouthWest-CentralMalagasic,Inland-WesternMalagasic,Bara-Tanosy",False,False,An.BARITO.MALAGASY_TANOSY_TOLAGNARO
MALAGASY_TSIMIHETY,MALAGASY_TSIMIHETY,tsim1257,Tsimihety Malagasy,xmw,Africa,-15.9,48.84,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,NorthernMalagasic,Tsimihety-Betsimisaraka",False,False,An.BARITO.MALAGASY_TSIMIHETY
