entry_id,entry_name,entrytag_name,tip_assigned,asjp_id,glottolog_id,glottolog_name,tip_coder,tip_confidence
2084,MAITATSINE: NIGERIA'S BLOODY RELIGIOUS TERRORIST MOVEMENT,Arabic,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
2089,L'ordre Soufit karkariya en Tunisie الطريقة الكركرية في تونس,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,TUNISIAN_ARABIC_MAGHRIB,tuni1259,Tunisian Arabic,Willis Monroe,good
2104,الطريقة التجانية في تونس ق18-ق19 ATARIKA TJENIA FI TOUNES  XVIII-XIXème siècle,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,TUNISIAN_ARABIC_MAGHRIB,tuni1259,Tunisian Arabic,Willis Monroe,good
2111,Tsinburbura Traditional Religion,Afro-Asiatic,AA.WEST_CHADIC.HAUSA,HAUSA,haus1257,Hausa,Willis Monroe,good
2114,Tijaniyyah Sufi Movement in North-Western Nigeria,Arabic,AA.SEMITIC.STANDARD_ARABIC,STANDARD_ARABIC,stan1318,Standard Arabic,Willis Monroe,medium
2116,Qadiriyyah Movement in the Sokoto Caliphate.,Arabic,AA.SEMITIC.STANDARD_ARABIC,STANDARD_ARABIC,stan1318,Standard Arabic,Willis Monroe,medium
2122,Jama'at Izalat al-Bid'ah wa Iqamat al-Sunnah (JIBWIS),Arabic,AA.SEMITIC.STANDARD_ARABIC,STANDARD_ARABIC,stan1318,Standard Arabic,Willis Monroe,medium
2126,Nasrul-lahi-li Fathi Society of Nigeria (NASFAT),Yoruba,AA.SEMITIC.STANDARD_ARABIC,STANDARD_ARABIC,stan1318,Standard Arabic,Willis Monroe,medium
2128,Paulicians,Macedo-Bulgarian,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
2131,Chimú Empire Religion,Mochica,Cmu.CHIMUAN.MOCHICA,MOCHICA,moch1259,Mochica,Willis Monroe,good
2133,ANSAR-UD-DEEN SOCIETY OF NIGERIA,Yoruba,AA.SEMITIC.STANDARD_ARABIC,STANDARD_ARABIC,stan1318,Standard Arabic,Willis Monroe,medium
2138,الجماعة الأحمدية الإسلامية في نيجيريا,English,AA.SEMITIC.STANDARD_ARABIC,STANDARD_ARABIC,stan1318,Standard Arabic,Willis Monroe,medium
2139,Shi'a Group in Nigeria,English,AA.SEMITIC.STANDARD_ARABIC,STANDARD_ARABIC,stan1318,Standard Arabic,Willis Monroe,medium
2141,(Ahl al-Sunnah Group for Preaching and Jihad)جماعة أهل السنة للدعوة والجهاد,Arabic,AA.SEMITIC.STANDARD_ARABIC,STANDARD_ARABIC,stan1318,Standard Arabic,Willis Monroe,medium
2146,Maruyamakyō,Japanese,Jap.JAPANESE.JAPANESE,JAPANESE,nucl1643,Japanese,Willis Monroe,perfect
2147,الدولة الحفصية Hafsid Dynasty,Arabic,AA.SEMITIC.CLASSICAL_ARABIC,CLASSICAL_ARABIC,stan1318,Standard Arabic,Willis Monroe,good
2149,Judaism in Byzantium,Ancient Hebrew,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,medium
2160,Manichaeans,Greek,IE.IRANIAN.PERSIAN,PERSIAN,west2369,Western Farsi,Willis Monroe,good
2178,Aladura Christianity in Nigeria,Yoruba,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
2194,The Redeemed Christian Church of God,English,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
2203,Huang-Lao Daoism,Late Han Chinese,ST.CHINESE.OLD_CHINESE,OLD_CHINESE,oldc1244,Old Chinese,Willis Monroe,good
2209,The Church of Nigeria Anglican Communion,English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,good
2210,Living Faith Church Worldwide,Yoruba,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
2214,Tiwanaku Religion,Aymaran,,,,,Willis Monroe,unknown
2228,Church of God Mission,English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,good
2232,"Lollards, Lollard, the Lollard movement, Lollardism,  Lollardy, Wycliffites",English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,good
2233,The Way of Former Heaven (Xiantiandao 先天道),Min,ST.CHINESE.MANDARIN,MANDARIN,mand1415,Mandarin Chinese,Willis Monroe,good
2238,XX ــــــــ    ـق  XVIII   الطريقة التجانية في الجزائر :ق,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,TUNISIAN_ARABIC_MAGHRIB,tuni1259,Tunisian Arabic,Willis Monroe,perfect
2240,"Inka and non-Inka groups in Cusco, Peru",Cuscan Quechua,Que.QUECHUAN.CUZCO_GNL,CUZCO_GNL,cusc1236,Cusco Quechua,Willis Monroe,good
2241,The Cult of Cybele and Attis,Latin,IE.ROMANCE.LATIN,LATIN,lati1261,Latin,Willis Monroe,good
2244,"Catholicism in the Latin Empire, Catholicism in the Eastern Roman Empire (Byzantium), the Latin Patriarchate of Constantinople",Greek,IE.ROMANCE.LATIN,LATIN,lati1261,Latin,Willis Monroe,perfect
2245,صقلية الإسلامية Islamic Sicily,Arabic,AA.SEMITIC.CLASSICAL_ARABIC,CLASSICAL_ARABIC,stan1318,Standard Arabic,Willis Monroe,good
2246,المذهب الحنفي بالبلاد التونسية The Hanafi school in Tunisia,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,TUNISIAN_ARABIC_MAGHRIB,tuni1259,Tunisian Arabic,Willis Monroe,perfect
2247,الفتح العربي الإسلامي لشمال إفريقيا The Arab-Islamic Conquest of North Africa,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,TUNISIAN_ARABIC_MAGHRIB,tuni1259,Tunisian Arabic,Willis Monroe,perfect
2248,الدولة المرادية في تونس The Muradid Dynasty in Tunisia,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,TUNISIAN_ARABIC_MAGHRIB,tuni1259,Tunisian Arabic,Willis Monroe,perfect
2256,الطريقة الرحمانية في الجزائر  ق18-ق20,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,TUNISIAN_ARABIC_MAGHRIB,tuni1259,Tunisian Arabic,Willis Monroe,perfect
2264,Puritans,English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,perfect
2266,Yangsheng Daoism from Laozi to Ge Hong,Old Chinese,ST.CHINESE.OLD_CHINESE,OLD_CHINESE,oldc1244,Old Chinese,Willis Monroe,good
2271,The Gideons International in Ngeria,Yoruba,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
2273,Yuan divination schools,Sino-Tibetan,ST.CHINESE.MIDDLE_CHINESE,MIDDLE_CHINESE,midd1344,Middle Chinese,Willis Monroe,good
2274,Ìjọ Àdìmúlà (An Institutionalised Indigenous Religious Movement in Yorubaland,Yoruba,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
2278,الطريقة القادرية البودشيشية في المغرب الأقصى,Arabic,AA.SEMITIC.MOROCCAN_ARABIC,MOROCCAN_ARABIC,moro1292,Moroccan Arabic,Willis Monroe,perfect
2279,The Ndau people of Chimanimani area in Zimbabwe,Afro-Asiatic,NC.BANTOID.SHONA_NDAU,SHONA_NDAU,ndau1241,Ndau,Willis Monroe,perfect
2283,Ge Hong 葛洪 and Outer Alchemy 外丹,Classical-Middle-Modern Sinitic,ST.CHINESE.OLD_CHINESE,OLD_CHINESE,oldc1244,Old Chinese,Willis Monroe,good
2284,Tarascan Religion,Purepecha,Tar.TARASCAN.PUREPECHA,PUREPECHA,pure1242,Purepecha,Willis Monroe,good
2286,Religious Practices of the Valdivians during Ecuador's Early Formative Period,Unknown,,,,,Willis Monroe,unknown
2290,الطريقة القادرية في مصر ق13م-ق21م,Arabic,AA.SEMITIC.CLASSICAL_ARABIC,CLASSICAL_ARABIC,stan1318,Standard Arabic,Willis Monroe,good
2297,Waldensians (Waldenses),English,IE.ROMANCE.LATIN,LATIN,lati1261,Latin,Willis Monroe,good
2299,الحشاشين  ق11-ق13   =   Assassins   XI-XIII,Arabic,AA.SEMITIC.CLASSICAL_ARABIC,CLASSICAL_ARABIC,stan1318,Standard Arabic,Willis Monroe,good
2301,Kaloutsiani Mosque,Arabic,IE.GREEK.GREEK,GREEK,mode1248,Modern Greek,Willis Monroe,medium
2308,الفتح العربي الإسلامي للأندلس The Arab-Islamic Conquest of the Iberian Peninsula,Arabic,AA.SEMITIC.CLASSICAL_ARABIC,CLASSICAL_ARABIC,stan1318,Standard Arabic,Willis Monroe,good
2309,الدولة الأموية بالأندلس The Umayyad Dynasty in the Iberian Peninsula,Arabic,AA.SEMITIC.CLASSICAL_ARABIC,CLASSICAL_ARABIC,stan1318,Standard Arabic,Willis Monroe,good
2312,The philosophical system of 'Ubuntu' in Southern Africa,English,NC.BANTOID.XHOSA,XHOSA,xhos1239,Xhosa,Willis Monroe,medium
2313,Dungan people,Common Chinese,ST.CHINESE.DUNGAN,DUNGAN,dung1253,Dungan,Willis Monroe,good
2320,Sanjiejiao (三階教),Sinitic,ST.CHINESE.MIDDLE_CHINESE,MIDDLE_CHINESE,midd1344,Middle Chinese,Willis Monroe,good
2321,Falungong 法輪功 (Falun Gong) / Falun Dafa 法輪大法,Classical-Middle-Modern Sinitic,ST.CHINESE.MANDARIN,MANDARIN,mand1415,Mandarin Chinese,Willis Monroe,perfect
2322,الدّولة الأمويّة في المشرق  بين662 م و750م (The Umayyad State in the Mashriq from 662 to 750),Arabic,AA.SEMITIC.CLASSICAL_ARABIC,CLASSICAL_ARABIC,stan1318,Standard Arabic,Willis Monroe,good
2324,"Justice and Development Party (PJD), Morocco",Arabic,AA.SEMITIC.MOROCCAN_ARABIC,MOROCCAN_ARABIC,moro1292,Moroccan Arabic,Willis Monroe,perfect
2325,"Outer alchemy (外丹, waidan)",Sinitic,ST.CHINESE.OLD_CHINESE,OLD_CHINESE,oldc1244,Old Chinese,Willis Monroe,good
2327,ỌBÀTÁLA RELIGIOUS GROUP AMONG THE YORUBA OF ILÉ-IFẸ̀,Yoruba,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
2328,Church of Almighty God (Quannengshen jiaohui 全能神教會) / Eastern Lightning (Dongfang shandian 東方閃電),Classical-Middle-Modern Sinitic,ST.CHINESE.MANDARIN,MANDARIN,mand1415,Mandarin Chinese,Willis Monroe,perfect
2329,Hòa Hảo,Vietnamese,AuA.VIET_MUONG.VIETNAMESE,VIETNAMESE,viet1252,Vietnamese,Willis Monroe,good
2330,Evangelical Church Winning All,Yoruba,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
2331,الدولة العباسيبّة في المشرق  من 750 م الى 1517 م (The Abbasid State in the Mashriq from 750 to 1517),Arabic,AA.SEMITIC.CLASSICAL_ARABIC,CLASSICAL_ARABIC,stan1318,Standard Arabic,Willis Monroe,good
2333,Sōka Gakkai (創価学会),English,Jap.JAPANESE.JAPANESE,JAPANESE,nucl1643,Japanese,Willis Monroe,perfect
2335,The Seventh-day Adventist Church in Nigeria,English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,good
2339,Yorùbá Traditional Religion,Yoruba,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,perfect
2341,The Totonacapan Culture-Religion,Totonac,Tot.TOTONACAN.PAPANTLA_TOTONAC,PAPANTLA_TOTONAC,papa1238,Papantla Totonac,Willis Monroe,medium
2344,Sican Culture religion,Unknown,Cmu.CHIMUAN.MOCHICA,MOCHICA,moch1259,Mochica,Willis Monroe,medium
2346,Igbo Traditional Religion,Pidgin,NC.IGBOID.IGBO_ONITSHA,IGBO_ONITSHA,nucl1417,Igbo,Willis Monroe,medium
2347,Nichiren Buddhism,Japanese,Jap.JAPANESE.JAPANESE,JAPANESE,nucl1643,Japanese,Willis Monroe,perfect
2348,Ancient Israelite Religion (Iron Age),Ancient Hebrew,AA.SEMITIC.BIBLICAL_HEBREW,BIBLICAL_HEBREW,anci1244,Ancient Hebrew,Willis Monroe,perfect
2349,Methodism (Wesleyanism),English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,perfect
2353,Sannō Ichijitsu Shintō,English,Jap.JAPANESE.JAPANESE,JAPANESE,nucl1643,Japanese,Willis Monroe,perfect
2360,Toltecas,English,UA.AZTECAN.CLASSICAL_NAHUATL,CLASSICAL_NAHUATL,clas1250,Classical Nahuatl,Willis Monroe,good
2363,"L'ordre Soufi Tunisien ""al-Hasaniyya"" الطريقة الحسنية التونسية",Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,TUNISIAN_ARABIC_MAGHRIB,tuni1259,Tunisian Arabic,Willis Monroe,perfect
2365,Moriscos,Arabic,IE.ROMANCE.SPANISH,SPANISH,stan1288,Spanish,Willis Monroe,medium
2369,Le Mouvement Sanussiyya الحركة السنوسيّة,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,TUNISIAN_ARABIC_MAGHRIB,tuni1259,Tunisian Arabic,Willis Monroe,perfect
2371,Tewa Pueblo Religion,Tewa,KT.KIOWA_TANOAN.TEWA_SAN_JUAN_PUEBLO,TEWA_SAN_JUAN_PUEBLO,tewa1260,Rio Grande Tewa,Willis Monroe,good
2373,"The London Missionary Society in British Guiana, 1800-1824",English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,perfect
2375,"Quakers in Barbados, 1655-1780",English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,perfect
2376,"Baptists in Jamaica, 1780-1832",English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,good
2407,"Obeah in Jamaica, British Guiana, and Barbados, 1760-1834",English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,good
2418,Nasca Culture Religion,Unknown,,,,,Willis Monroe,unknown
2420,Evangelistria of Kipseli Arta,Greek,IE.GREEK.GREEK,GREEK,mode1248,Modern Greek,Willis Monroe,perfect
2428,Navayana Buddhism,English,IE.INDIC.HINDI,HINDI,hind1269,Hindi,Willis Monroe,good
2429,Vyliza Monastery,Greek,IE.GREEK.GREEK,GREEK,mode1248,Modern Greek,Willis Monroe,perfect
2433,Hellenistic Religion in the Seleucid Empire,Greek,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
2445,Priesthoods in Ptolemaic Thebes (Luxor),Demotic Egyptian,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
2451,Ethiopian Orthodox Tewahedo Church,English,AA.SEMITIC.AMHARIC,AMHARIC,amha1245,Amharic,Willis Monroe,perfect
2455,New Orleans Voodoo,English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,good
2464,Philippine Catholicism,English,An.GREATER_CENTRAL_PHILIPPINE.TAGALOG,TAGALOG,taga1270,Tagalog,Willis Monroe,good
2490,Wu Zetian's State Buddhism,Literary Chinese,ST.CHINESE.MIDDLE_CHINESE,MIDDLE_CHINESE,midd1344,Middle Chinese,Willis Monroe,good
2496,Vietnamese popular religion,Viet-Muong,AuA.VIET_MUONG.VIETNAMESE,VIETNAMESE,viet1252,Vietnamese,Willis Monroe,good
2526,The Chontal Maya (Yoko t’anob),Tabasco Chontal,May.MAYAN.CHONTAL_TABASCO,CHONTAL_TABASCO,taba1266,Tabasco Chontal,Willis Monroe,good
2567,Zahiriyyah [in the Iberian Peninsula],Arabic,AA.SEMITIC.CLASSICAL_ARABIC,CLASSICAL_ARABIC,stan1318,Standard Arabic,Willis Monroe,good
2614,فيضة (An Overflow of Spiritual Grace),Arabic,AA.SEMITIC.STANDARD_ARABIC,STANDARD_ARABIC,stan1318,Standard Arabic,Willis Monroe,medium
